eco,name,fen,white,draw,black
B00,"Pirc Defense",rnbk1b1r/ppp2ppp/5n2/4p3/4P3/2N5/PPP2PPP/R1B1KBNR w KQ - 0 6,8,12,5
B00,"Pirc Defense",rnbQkb1r/ppp2ppp/5n2/4p3/4P3/2N5/PPP2PPP/R1B1KBNR b KQkq - 0 5,8,12,5
B00,"Pirc Defense",rnbqkb1r/ppp2ppp/3p1n2/4p3/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,51,74,54
B07,"Pirc Defense",rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2N1B3/PPP2PPP/R2QKBNR b KQkq - 1 4,15,17,7
B09,"Pirc Defense: Austrian Attack, Dragon Formation",rnbqkb1r/ppp1pp1p/3p1np1/8/3PPP2/2N5/PPP3PP/R1BQKBNR b KQkq - 0 4,27,14,4
B09,"Pirc Defense: Austrian Attack, Dragon Formation",rnbqk2r/ppp1ppbp/3p1np1/8/3PPP2/2N5/PPP3PP/R1BQKBNR w KQkq - 1 5,26,15,5
B09,"Pirc Defense: Austrian Attack, Dragon Formation",rnbqk2r/ppp1ppbp/3p1np1/8/3PPP2/2N2N2/PPP3PP/R1BQKB1R b KQkq - 2 5,26,15,4
B09,"Pirc Defense: Austrian Attack, Weiss Variation",rnbq1rk1/ppp1ppbp/3p1np1/8/3PPP2/2N2N2/PPP3PP/R1BQKB1R w KQ - 3 6,17,11,2
B09,"Pirc Defense: Austrian Attack, Weiss Variation",rnbqk1nr/ppp1ppbp/3p2p1/8/3PPP2/2N5/PPP3PP/R1BQKBNR b KQkq - 0 4,11,16,5
B07,"Pirc Defense: Byrne Variation",rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,85,66,19
B08,"Pirc Defense: Classical Variation",rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 3 4,26,28,3
B08,"Pirc Defense: Classical Variation",rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 2 4,13,21,8
B08,"Pirc Defense: Classical Variation, Quiet System",rnbq1rk1/ppp1ppbp/3p1np1/8/3PP3/2N2N2/PPP1BPPP/R1BQK2R w KQ - 4 6,13,16,5
B08,"Pirc Defense: Classical Variation, Quiet System",rnbq1rk1/ppp1ppbp/3p1np1/8/3PP3/2N2N2/PPP1BPPP/R1BQ1RK1 b - - 5 6,13,15,5
B08,"Pirc Defense: Classical Variation, Quiet System",rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 2 5,25,32,5
B08,"Pirc Defense: Classical Variation, Quiet System",rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/2N2N2/PPP1BPPP/R1BQK2R b KQkq - 3 5,13,16,5
A47,"Pseudo Queen's Indian Defense",rnbqkb1r/p1pppppp/1p3n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,9,23,19
D20,"Queen's Gambit Accepted: Central Variation, Modern Defense",rnbqkbnr/ppp1pppp/8/8/2pPP3/8/PP3PPP/RNBQKBNR b KQkq - 0 3,16,36,6
D26,"Queen's Gambit Accepted: Classical Defense",rnbqkb1r/ppp2ppp/4pn2/8/2pP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 0 5,26,42,15
D26,"Queen's Gambit Accepted: Classical Defense",rnbqkb1r/ppp1pppp/5n2/8/2pP4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 4,38,65,22
D26,"Queen's Gambit Accepted: Classical Defense",rnbqkbnr/ppp1pppp/8/8/2pP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,35,67,23
D26,"Queen's Gambit Accepted: Classical Defense",rnbqkb1r/ppp2ppp/4pn2/8/2BP4/4PN2/PP3PPP/RNBQK2R b KQkq - 0 5,31,47,16
D26,"Queen's Gambit Accepted: Classical Defense",rnbqkbnr/ppp1pppp/8/8/2pP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,60,118,35
D26,"Queen's Gambit Accepted: Classical Defense",rnbqkb1r/ppp1pppp/5n2/8/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,42,71,27
D26,"Queen's Gambit Accepted: Classical Defense",rnbqkb1r/pp3ppp/4pn2/2p5/2BP4/4PN2/PP3PPP/RNBQK2R w KQkq - 0 6,22,34,10
D27,"Queen's Gambit Accepted: Furman Variation",rnbqkb1r/pp3ppp/4pn2/2p5/2BP4/4PN2/PP3PPP/RNBQ1RK1 b kq - 1 6,22,33,10
D27,"Queen's Gambit Accepted: Furman Variation",rnbqkb1r/1p3ppp/p3pn2/2p5/2BP4/4PN2/PP3PPP/RNBQ1RK1 w kq - 0 7,22,28,8
D25,"Queen's Gambit Accepted: Janowski-Larsen Variation",rn1qkb1r/ppp2ppp/4pn2/8/2BP2b1/4PN2/PP3PPP/RNBQK2R w KQkq - 0 6,9,13,7
D25,"Queen's Gambit Accepted: Janowski-Larsen Variation",rn1qkb1r/ppp1pppp/5n2/8/2BP2b1/4PN2/PP3PPP/RNBQK2R b KQkq - 0 5,9,13,7
D25,"Queen's Gambit Accepted: Janowski-Larsen Variation",rn1qkb1r/ppp1pppp/5n2/8/2pP2b1/4PN2/PP3PPP/RNBQKB1R w KQkq - 1 5,10,15,7
D20,"Queen's Gambit Accepted: Old Variation",rnbqkbnr/ppp1pppp/8/8/2pP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,9,11,6
D30,"Queen's Gambit Declined",rnbqkbnr/1pp2ppp/p3p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,13,19,8
D58,"Queen's Gambit Declined",rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 3 5,17,33,7
D37,"Queen's Gambit Declined: Barmen Variation",r1bqkb1r/pppn1ppp/5n2/3p4/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 6,15,22,19
D37,"Queen's Gambit Declined: Barmen Variation",r1bqkb1r/pppn1ppp/5n2/3p2B1/3P4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 1 6,7,10,9
D37,"Queen's Gambit Declined: Barmen Variation",r1bqkb1r/pppn1ppp/4pn2/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 3 5,6,13,8
D37,"Queen's Gambit Declined: Barmen Variation",r1bqkb1r/pppn1ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 5,41,67,47
D37,"Queen's Gambit Declined: Barmen Variation",r1bqkb1r/pppn1ppp/4pn2/3p4/2PP1B2/2N2N2/PP2PPPP/R2QKB1R b KQkq - 3 5,11,19,8
D37,"Queen's Gambit Declined: Barmen Variation",r1bqkb1r/pppn1ppp/4pn2/3P4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 5,15,20,19
D31,"Queen's Gambit Declined: Charousek Variation",rnbqk1nr/ppp1bppp/8/3p4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,9,15,10
D31,"Queen's Gambit Declined: Charousek Variation",rnbqk1nr/ppp1bppp/4p3/3P4/3P4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 4,9,15,10
D31,"Queen's Gambit Declined: Charousek Variation",rnbqk1nr/ppp1bppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4,14,23,17
D31,"Queen's Gambit Declined: Charousek Variation",rnbqk1nr/ppp1bppp/8/3p4/3P1B2/2N5/PP2PPPP/R2QKBNR b KQkq - 1 5,9,15,10
D35,"Queen's Gambit Declined: Exchange Variation",rnbqkb1r/ppp2ppp/4p3/3n4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,11,11,3
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqkbnr/ppp2ppp/4p3/3p4/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 0 3,84,65,25
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqk2r/ppp2p2/5n1p/3p2p1/1b1P3B/2N1P3/PP3PPP/R2QKBNR w KQkq - 0 8,14,13,7
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqr1k1/pp2bpp1/2p2n1p/3p4/3P3B/2NBP3/PP2NPPP/R2QK2R w KQ - 6 10,17,15,9
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbq1rk1/pp2bpp1/2p2n1p/3p4/3P3B/2NBP3/PPQ2PPP/R3K1NR b KQ - 2 9,12,19,5
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqk2r/ppp2pp1/5n1p/3p2B1/1b1P4/2N1P3/PP3PPP/R2QKBNR w KQkq - 0 7,17,20,10
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqkb1r/pp3pp1/2p2n1p/3p4/3P3B/2N1P3/PP3PPP/R2QKBNR b KQkq - 1 7,30,38,21
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqkb1r/pp3ppp/2p2n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 6,71,65,34
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbq1rk1/ppp1bpp1/5n1p/3p4/3P3B/2NBP3/PP3PPP/R2QK1NR b KQ - 3 8,16,17,7
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqk2r/ppp1bppp/5n2/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR b KQkq - 0 6,51,65,25
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqk2r/ppp1bpp1/5n1p/3p4/3P3B/2N1P3/PP3PPP/R2QKBNR b KQkq - 1 7,21,24,15
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbq1rk1/pp2bpp1/2p2n1p/3p4/3P3B/2NBP3/PP2NPPP/R2QK2R b KQ - 5 9,27,19,11
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqkb1r/ppp2ppp/5n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR b KQkq - 1 5,152,175,82
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbq1rk1/pp2bpp1/2p2n1p/3p4/3P3B/2NBP3/PP3PPP/R2QK1NR w KQ - 4 9,40,41,22
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",r1bqk2r/pp1nbppp/2p2n2/3p2B1/3P4/2NBP3/PP3PPP/R2QK1NR w KQkq - 2 8,18,19,5
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqk2r/ppp2ppp/5n2/3p2B1/1b1P4/2N5/PP2PPPP/R2QKBNR w KQkq - 2 6,21,29,13
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqk2r/ppp2ppp/5n2/3p2B1/1b1P4/2N1P3/PP3PPP/R2QKBNR b KQkq - 0 6,17,20,10
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqkbnr/pppp1ppp/4p3/8/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq - 1 2,99,80,29
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqk2r/pp2bpp1/2p2n1p/3p4/3P3B/2N1P3/PP3PPP/R2QKBNR w KQkq - 2 8,29,41,21
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqkb1r/ppp2ppp/5n2/3p4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,161,180,82
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,334,400,163
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbq1rk1/ppp1bpp1/5n1p/3p4/3P3B/2N1P3/PP3PPP/R2QKBNR w KQ - 2 8,11,11,4
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbq1rk1/ppp1bppp/5n2/3p2B1/3P4/2NBP3/PP3PPP/R2QK1NR b KQ - 2 7,16,21,8
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,281,302,105
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",r2qkb1r/pp1n1ppp/2p1bn2/3p2B1/3P4/2NBP3/PP3PPP/R2QK1NR w KQkq - 0 8,8,12,12
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqk2r/ppp1bppp/5n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR w KQkq - 2 6,54,66,25
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqk2r/ppp1bpp1/5n1p/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR w KQkq - 0 7,21,27,15
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqk2r/pp2bppp/2p2n2/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR w KQkq - 0 7,25,25,6
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqk2r/ppp2p2/5n1p/3p2p1/1b1P4/2N1P1B1/PP3PPP/R2QKBNR b KQkq - 1 8,14,13,7
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqr1k1/pp2bpp1/2p2n1p/3p4/3P3B/2NBP3/PP2NPPP/R2Q1RK1 b - - 7 10,14,12,4
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbq1rk1/ppp1bppp/5n2/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR w KQ - 1 7,17,21,8
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqk2r/pp2bppp/2p2n2/3p2B1/3P4/2NBP3/PP3PPP/R2QK1NR b KQkq - 1 7,23,24,6
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqkb1r/pp3pp1/2p2n1p/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR w KQkq - 0 7,30,38,21
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqk2r/pp2bpp1/2p2n1p/3p4/3P3B/2NBP3/PP3PPP/R2QK1NR b KQkq - 3 8,30,37,20
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqkb1r/ppp2ppp/4pn2/3P4/3P4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 4,171,189,84
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqkb1r/pp3ppp/2p2n2/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR b KQkq - 0 6,64,59,33
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",rnbqk2r/ppp2pp1/5n1p/3p4/1b1P3B/2N1P3/PP3PPP/R2QKBNR b KQkq - 1 7,14,14,7
D37,"Queen's Gambit Declined: Harrwitz Attack",rnbq1rk1/pp2bppp/4pn2/2pp4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 7,6,16,4
D37,"Queen's Gambit Declined: Harrwitz Attack",rnbq1rk1/pp3ppp/4pn2/2bp4/2P2B2/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 8,6,16,4
D37,"Queen's Gambit Declined: Harrwitz Attack",rnbq1rk1/pp2bppp/4pn2/2Pp4/2P2B2/2N1PN2/PP3PPP/R2QKB1R b KQ - 0 7,6,16,4
D37,"Queen's Gambit Declined: Harrwitz Attack, Fianchetto Defense",rnbq1rk1/p1p1bppp/1p2pn2/3p4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 7,4,12,11
D37,"Queen's Gambit Declined: Harrwitz Attack, Two Knights Defense, Blockade Line",rnbqk2r/ppp1bppp/4pn2/3p4/2PP1B2/2N2N2/PP2PPPP/R2QKB1R b KQkq - 5 5,24,47,18
D37,"Queen's Gambit Declined: Harrwitz Attack, Two Knights Defense, Blockade Line",rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,198,222,136
D37,"Queen's Gambit Declined: Harrwitz Attack, Two Knights Defense, Blockade Line",rnbq1rk1/ppp1bppp/4pn2/3p4/2PP1B2/2N2N2/PP2PPPP/R2QKB1R w KQ - 6 6,23,42,18
D37,"Queen's Gambit Declined: Harrwitz Attack, Two Knights Defense, Blockade Line",rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,255,323,185
D37,"Queen's Gambit Declined: Harrwitz Attack, Two Knights Defense, Blockade Line",rnbq1rk1/ppp1bppp/4pn2/3p4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R b KQ - 0 6,20,41,17
D31,"Queen's Gambit Declined: Janowski Variation",rnbqkbnr/1pp2ppp/p3p3/3P4/3P4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 4,19,19,5
D31,"Queen's Gambit Declined: Janowski Variation",rnbqkbnr/1pp2ppp/p7/3p4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,19,19,5
D31,"Queen's Gambit Declined: Janowski Variation",rnbqkbnr/1pp2ppp/p7/3p4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 5,10,11,8
D31,"Queen's Gambit Declined: Janowski Variation",rnbqkbnr/1pp2ppp/p3p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,20,19,5
D50,"Queen's Gambit Declined: Modern Variation",rnbqkb1r/ppp2ppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq - 1 4,38,26,10
D55,"Queen's Gambit Declined: Neo-Orthodox Variation, Main Line",rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq - 2 5,21,20,8
D55,"Queen's Gambit Declined: Neo-Orthodox Variation, Main Line",rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR b KQkq - 0 5,13,15,7
D60,"Queen's Gambit Declined: Orthodox Defense",rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQ - 0 6,11,21,4
D31,"Queen's Gambit Declined: Queen's Knight Variation",rnbqk1nr/ppp2ppp/4p3/3p4/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4,9,12,6
D31,"Queen's Gambit Declined: Queen's Knight Variation",rnbqkbnr/ppp2pp1/4p2p/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,12,16,4
D31,"Queen's Gambit Declined: Queen's Knight Variation",rnbqkb1r/ppp2pp1/4pn1p/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 5,17,28,10
D38,"Queen's Gambit Declined: Ragozin Defense",rnb1k2r/ppp2pp1/4pq1p/3p4/1bPP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 7,16,33,6
D38,"Queen's Gambit Declined: Ragozin Defense",rnbqk2r/ppp2ppp/5n2/3p4/1b1P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 6,17,27,14
D38,"Queen's Gambit Declined: Ragozin Defense",rnb2rk1/ppp2pp1/4pq1p/3p4/1bPP4/2N1PN2/PP3PPP/2RQKB1R b K - 2 8,11,15,1
D38,"Queen's Gambit Declined: Ragozin Defense",rnb2rk1/ppp2pp1/4pq1p/3p4/1bPP4/2N1PN2/PP3PPP/R2QKB1R w KQ - 1 8,12,17,2
D38,"Queen's Gambit Declined: Ragozin Defense",rnbqk2r/ppp2ppp/4pn2/3P4/1b1P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 5,15,22,14
D38,"Queen's Gambit Declined: Ragozin Defense",rnbqk2r/ppp2pp1/4pB1p/3p4/1bPP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 0 6,17,33,6
D38,"Queen's Gambit Declined: Ragozin Defense",rnbqk2r/ppp2pp1/5n1p/3p2B1/1b1P4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 7,8,12,8
D38,"Queen's Gambit Declined: Ragozin Defense",rnbqk2r/ppp2pp1/4pn1p/3p2B1/1bPP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 6,20,36,6
D38,"Queen's Gambit Declined: Ragozin Defense",rnb1k2r/ppp2pp1/4pq1p/3p4/1bPP4/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 7,12,18,3
D38,"Queen's Gambit Declined: Ragozin Defense",rnbqk2r/ppp2ppp/5n2/3p2B1/1b1P4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 3 6,8,18,10
D38,"Queen's Gambit Declined: Ragozin Defense, Alekhine Variation",r1bq1rk1/ppp2ppp/2n1pn2/3p4/QbPP4/2N1PN2/PP3PPP/R1B1KB1R w KQ - 1 7,12,19,13
D38,"Queen's Gambit Declined: Ragozin Defense, Alekhine Variation",r1bqk2r/ppp2ppp/2n1pn2/3p4/QbPP4/2N2N2/PP2PPPP/R1B1KB1R w KQkq - 4 6,15,22,21
D38,"Queen's Gambit Declined: Ragozin Defense, Alekhine Variation",r1bq1rk1/ppp2ppp/2n1pn2/3p4/1bPP4/2N1PN2/PPQ2PPP/R1B1KB1R b KQ - 2 7,10,8,8
D38,"Queen's Gambit Declined: Ragozin Defense, Alekhine Variation",r1bqk2r/ppp2ppp/2n1pn2/3p4/QbPP4/2N1PN2/PP3PPP/R1B1KB1R b KQkq - 0 6,13,19,13
D38,"Queen's Gambit Declined: Ragozin Defense, Alekhine Variation",rnbqk2r/ppp2ppp/4pn2/3p4/QbPP4/2N2N2/PP2PPPP/R1B1KB1R b KQkq - 3 5,15,22,21
D39,"Queen's Gambit Declined: Ragozin Defense, Vienna Variation",rnbqk2r/ppp2ppp/4pn2/3p2B1/1bPP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 3 5,28,48,12
D39,"Queen's Gambit Declined: Ragozin Defense, Vienna Variation",rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 5,77,110,57
D41,"Queen's Gambit Declined: Semi-Tarrasch Defense",rnbqkb1r/pp3ppp/4pn2/2pP4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 5,21,33,5
D41,"Queen's Gambit Declined: Semi-Tarrasch Defense",rnbqkb1r/pp3ppp/4pn2/3P4/3p4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 6,13,12,1
D41,"Queen's Gambit Declined: Semi-Tarrasch Defense",rnbqkb1r/pp3ppp/4pn2/2pp4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,28,36,8
D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",rnbqk2r/pp3ppp/4p3/8/1b1PP3/5N2/P4PPP/R1BQKB1R w KQkq - 1 9,7,15,3
D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",rnbqkb1r/pp3ppp/4p3/2p5/3PP3/2P2N2/P4PPP/R1BQKB1R b KQkq - 0 7,8,16,4
D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",rnbqk2r/pp3ppp/4p3/8/1b1PP3/5N2/P2B1PPP/R2QKB1R b KQkq - 2 9,7,15,3
D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",rnbqk2r/pp3ppp/4p3/8/3PP3/5N2/P2b1PPP/R2QKB1R w KQkq - 0 10,7,15,3
D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",rnbqkb1r/pp3ppp/4p3/8/3pP3/2P2N2/P4PPP/R1BQKB1R w KQkq - 0 8,7,15,4
D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",rnbqk2r/pp3ppp/4p3/8/3PP3/5N2/P2Q1PPP/R3KB1R b KQkq - 0 10,7,15,3
D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",rnbqkb1r/pp3ppp/4p3/2pn4/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 6,8,21,4
D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",rnbqkb1r/pp3ppp/4p3/8/3PP3/5N2/P4PPP/R1BQKB1R b KQkq - 0 8,7,15,4
D58,"Queen's Gambit Declined: Tartakower Defense",rnbqk2r/ppp1bpp1/4pn1p/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 6,8,15,6
D58,"Queen's Gambit Declined: Tartakower Defense",rnbq1rk1/ppp1bpp1/4pn1p/3p4/2PP3B/2N1PN2/PP3PPP/R2QKB1R b KQ - 3 7,11,15,5
D37,"Queen's Gambit Declined: Three Knights Variation",rnbqk2r/ppp1bppp/5n2/3p4/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 6,17,13,7
D37,"Queen's Gambit Declined: Three Knights Variation",r2qkb1r/1ppn1ppp/p3bn2/3p2B1/3P4/2NBPN2/PP3PPP/R2QK2R b KQkq - 2 8,11,8,7
D37,"Queen's Gambit Declined: Three Knights Variation",rn1qkb1r/1pp2ppp/p3bn2/3p2B1/3P4/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 7,12,9,7
D37,"Queen's Gambit Declined: Three Knights Variation",rnbqk2r/ppp1bppp/4pn2/3P4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 5,16,10,7
D37,"Queen's Gambit Declined: Three Knights Variation",rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 5,55,87,34
D37,"Queen's Gambit Declined: Three Knights Variation",rnbqkb1r/pppp1ppp/4pn2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,116,134,95
D37,"Queen's Gambit Declined: Three Knights Variation",rn1qkb1r/1pp2ppp/p3bn2/3p2B1/3P4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 2 7,16,12,8
D37,"Queen's Gambit Declined: Three Knights Variation",rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 4,285,419,189
D37,"Queen's Gambit Declined: Three Knights Variation",rnbqkb1r/1pp2ppp/p3pn2/3P4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 5,18,12,11
D37,"Queen's Gambit Declined: Three Knights Variation",rnbq1rk1/ppp1bppp/4pn2/3p4/2PP4/2N2NP1/PP2PPBP/R1BQK2R b KQ - 4 6,19,29,7
D37,"Queen's Gambit Declined: Three Knights Variation",rnbqkb1r/1pp2ppp/p3pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,20,13,12
D37,"Queen's Gambit Declined: Three Knights Variation",rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,411,615,320
D37,"Queen's Gambit Declined: Three Knights Variation",rnbqk2r/ppp1bppp/5n2/3p4/3P1B2/2N2N2/PP2PPPP/R2QKB1R b KQkq - 1 6,15,12,6
D37,"Queen's Gambit Declined: Three Knights Variation",rnbqkb1r/1pp2ppp/p4n2/3p4/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 6,23,16,12
D37,"Queen's Gambit Declined: Three Knights Variation",rnbqkb1r/1pp2ppp/p4n2/3p2B1/3P4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 1 6,20,14,9
